name,city,postalCode,address,url,longitude,latitude
Løgstør Kirke,Løgstør,9670,Rådhusgade 25 B,https://www.ticketmaster.dk/venue/logstor-kirke-logstor-billetter/lst/203,9.25555,56.96787
Hvidovre Isstadion,Hvidovre,2650,Hvidovrevej 446,https://www.ticketmaster.dk/venue/hvidovre-isstadion-hvidovre-billetter/hai/203,12.47801,55.62538
Virum Kirke,Virum,2830,Kirkebakken 10,https://www.ticketmaster.dk/venue/virum-kirke-virum-billetter/vim/203,12.4631,55.79528
Train Natklub,Aarhus C,8000,Toldbodgade 6,https://www.ticketmaster.dk/venue/train-natklub-aarhus-c-billetter/trn/300,10.21188,56.15214
"Salen, Carl Nielsen Skolen",Årslev,5792,"Lumbyvej 64, Nr. Lyndelse",https://www.ticketmaster.dk/venue/salen-carl-nielsen-skolen-arslev-billetter/can/203,10.47895,55.3066
Radisson Blu Scandinavia Hotel,København S,2300,Amager Boulevard 70,https://www.ticketmaster.dk/venue/radisson-blu-scandinavia-hotel-kobenhavn-s-billetter/rbo/203,12.5854,55.66785
Hinnerup Kulturhus,Hinnerup,8382,Skovvej 18,https://www.ticketmaster.dk/venue/hinnerup-kulturhus-hinnerup-billetter/hkl/203,10.05936,56.26368
ALFA Vesthimmerlands Musikhus,Aars,9600,Jyllandsgade 54,https://www.ticketmaster.dk/venue/alfa-vesthimmerlands-musikhus-aars-billetter/vhm/203,9.52385,56.80101
Saga,Vejle,7100,Dæmningen 44 B,https://www.ticketmaster.dk/venue/saga-vejle-billetter/sgg/203,9.53651,55.71125
"Godsbanen, Institut for (X)",Aarhus C,8000,Skovgaardsgade 3-5,https://www.ticketmaster.dk/venue/godsbanen-institut-for-x--aarhus-c-billetter/tka/203,10.19508,56.15404
Codanhus,Frederiksberg C,1850,Gammel Kongevej 60,https://www.ticketmaster.dk/venue/codanhus-frederiksberg-c-billetter/cod/203,12.55049,55.67441
Institut for Udd. og Pædagogik,København NV,2400,"Campus Emdrup, Tuborgvej 164",https://www.ticketmaster.dk/venue/institut-for-udd-og-paedagogik-kobenhavn-nv-billetter/iup/203,12.54323,55.72169
Phendeling,København K,1165,Nørregade 7B (i gården),https://www.ticketmaster.dk/venue/phendeling-kobenhavn-k-billetter/phe/203,12.57154,55.67878
Hyldgårdskolen,Ikast,7430,Hyldgårds Alle 9,https://www.ticketmaster.dk/venue/hyldgardskolen-ikast-billetter/hyl/203,9.15415,56.12626
Star Bowl,Kalundborg,4400,Elmegade 16,https://www.ticketmaster.dk/venue/star-bowl-kalundborg-billetter/sbw/203,11.09683,55.67854
Viborg Musik og Teater,Viborg,8800,Gravene 25,https://www.ticketmaster.dk/venue/viborg-musik-og-teater-viborg-billetter/vit/194,9.40537,56.45031
Zoologisk Have,Frederiksberg,2000,Roskildevej 32,https://www.ticketmaster.dk/venue/zoologisk-have-frederiksberg-billetter/zoh/171,12.52328,55.6717
Midtbyskolen,Horsens,8700,Skolevej 5,https://www.ticketmaster.dk/venue/midtbyskolen-horsens-billetter/mit/203,9.76835,55.8938
Hanebjerg Skole,Hillerød,3400,Brødeskovvej 39,https://www.ticketmaster.dk/venue/hanebjerg-skole-hillerod-billetter/hab/203,12.28716,55.88863
Spejdernes Lejr 2012,Holstebro,7500,Mozartsvej,https://www.ticketmaster.dk/venue/spejdernes-lejr-2012-holstebro-billetter/mtr/203,8.57409,56.38048
valgte Grøn Koncert 2012,København K,NA,NA,https://www.ticketmaster.dk/venue/valgte-gron-koncert-2012-kobenhavn-k-billetter/vgr/285,12.58196,55.67653
Haderslev Idrætscenter,Haderslev,6100,Stadionvej 5,https://www.ticketmaster.dk/venue/haderslev-idraetscenter-haderslev-billetter/hac/296,9.05269,55.28725
Stouby Mulithus,Stouby,7140,Idrætsvej 10-12,https://www.ticketmaster.dk/venue/stouby-mulithus-stouby-billetter/smh/203,9.7943,55.70378
Nors Skole,Thisted,7700,"Kirkebyvej 25, Nors",https://www.ticketmaster.dk/venue/nors-skole-thisted-billetter/noo/203,8.67058,57.02312
Republique,København Ø,2100,"Krausesvej 3, Øster Fælled Torv",https://www.ticketmaster.dk/venue/republique-kobenhavn--billetter/reu/203,12.57628,55.70536
Bramdrup Skole,Kolding,6000,Møllegårdsvej 10-12,https://www.ticketmaster.dk/venue/bramdrup-skole-kolding-billetter/brd/203,9.46574,55.52584
Fællesskolen Favrdal Fjelstrup,Haderslev,6100,Christen Kolds Vej 10,https://www.ticketmaster.dk/venue/faellesskolen-favrdal-fjelstrup-haderslev-billetter/fff/203,9.50837,55.26176
Bådfarten Esrum Sø,Fredensborg,3480,Skipper Allé 6,https://www.ticketmaster.dk/venue/badfarten-esrum-so-fredensborg-billetter/esr/203,12.34544,55.96025
Hillerød Station,Hillerød,3400,P-plads på Ny Carlsbergvej,https://www.ticketmaster.dk/venue/hillerod-station-hillerod-billetter/hil/203,12.31354,55.92793
Sushisuiten,København K,1366,Nansensgade 47,https://www.ticketmaster.dk/venue/sushisuiten-kobenhavn-k-billetter/sui/203,12.56542,55.68396
Sønderholm Skole,Nibe,9240,Stadionvej 2,https://www.ticketmaster.dk/venue/sonderholm-skole-nibe-billetter/snd/203,9.64603,56.98607
"Gribskov, Kagerup Station",Helsinge,3200,Kagerup Stationsvej,https://www.ticketmaster.dk/venue/gribskov-kagerup-station-helsinge-billetter/gbs/203,12.26839,55.99663
Gribskov,Græsted,3230,P-plads v. Frederiksværkvej/Søvej,https://www.ticketmaster.dk/venue/gribskov-graested-billetter/plf/203,12.32628,56.03352
Dansk Jagt og Skovbrugsmuseum,Hørsholm,2970,Folehaven 15-17,https://www.ticketmaster.dk/venue/dansk-jagt-og-skovbrugsmuseum-horsholm-billetter/djs/203,12.50253,55.8752
Houlkær Skole,Viborg,8800,Skaldehøjvej 14,https://www.ticketmaster.dk/venue/houlkaer-skole-viborg-billetter/hoo/203,9.45622,56.46375
Stolpedalsskolen,Aalborg,9000,Stolpedalsvej 2,https://www.ticketmaster.dk/venue/stolpedalsskolen-aalborg-billetter/sda/203,9.8934,57.03474
Capion Skole,Herlufmagle,4160,Helgesvej 7,https://www.ticketmaster.dk/venue/capion-skole-herlufmagle-billetter/cai/203,11.75258,55.31674
Strøbyskolen,Strøby,4671,Lendrumvej 1,https://www.ticketmaster.dk/venue/strobyskolen-stroby-billetter/sst/203,12.2626,55.40075
Gadehave Skolen,Taastrup,2630,Gadehavegårdsvej 1,https://www.ticketmaster.dk/venue/gadehave-skolen-taastrup-billetter/gad/203,12.26829,55.65178
Tjørnegårdsskolen,Roskilde,4000,Hyrdehøj 3,https://www.ticketmaster.dk/venue/tjornegardsskolen-roskilde-billetter/tjo/203,12.05699,55.63232
Betty Nansen Teatret,Frederiksberg C,1820,Frederiksberg Allé 57,https://www.ticketmaster.dk/venue/betty-nansen-teatret-frederiksberg-c-billetter/bna/203,12.53702,55.67406
Morten Børup Hallen,Skanderborg,8660,Morten Børup Vej,https://www.ticketmaster.dk/venue/morten-borup-hallen-skanderborg-billetter/mob/203,9.92285,56.03526
Vemmedrupskolen,Bjæverskov,4632,Vindegårdsvej 1,https://www.ticketmaster.dk/venue/vemmedrupskolen-bjaeverskov-billetter/vkl/203,12.05664,55.46068
Sundparkhallen,Horsens,8700,Hybenvej 7,https://www.ticketmaster.dk/venue/sundparkhallen-horsens-billetter/sup/203,9.88231,55.86921
Osted Skole,Lejre,4320,"Langtoften 25, Osted",https://www.ticketmaster.dk/venue/osted-skole-lejre-billetter/otd/203,11.96278,55.56199
Nordvangskolen,Glostrup,2600,Sofielundsvej 120,https://www.ticketmaster.dk/venue/nordvangskolen-glostrup-billetter/nov/203,12.40056,55.67728
København,København V,1799,Pasteursvej 4,https://www.ticketmaster.dk/venue/kobenhavn-kobenhavn-v-billetter/tr4/203,12.53659,55.66509
Køge Torv,Køge,4600,NA,https://www.ticketmaster.dk/venue/koge-torv-koge-billetter/tr1/203,12.18071,55.45414
Skanderborg,Skanderborg,8660,Højvangens Torv,https://www.ticketmaster.dk/venue/skanderborg-skanderborg-billetter/tr3/203,9.94672,56.0462
Odense Idrætspark,Odense V,5200,Højstrupvej 5,https://www.ticketmaster.dk/venue/odense-idraetspark-odense-v-billetter/tr2/203,10.34819,55.39819
Fun-Life Festival,Agerskov,6434,Gammel Oksevej 4,https://www.ticketmaster.dk/venue/fun-life-festival-agerskov-billetter/fun/203,9.17455,55.12209
Club Mambo,København V,1552,Vester Voldgade 85,https://www.ticketmaster.dk/venue/club-mambo-kobenhavn-v-billetter/clm/203,12.57228,55.67504
Oslobåden,København Ø,2100,Dampfærgevej 30,https://www.ticketmaster.dk/venue/oslobaden-kobenhavn--billetter/osl/203,12.5954,55.70115
Pakhuset,Odder,8300,Banegårdsvej 5,https://www.ticketmaster.dk/venue/pakhuset-odder-billetter/pao/203,10.15031,55.97145
Messe C,Fredericia,7000,Vestre Ringvej 101,https://www.ticketmaster.dk/venue/messe-c-fredericia-billetter/mcc/203,9.72415,55.5795
Pilehaveskolen,Vallensbæk Strand,2625,Horsbred 197 A,https://www.ticketmaster.dk/venue/pilehaveskolen-vallensbaek-strand-billetter/phs/203,12.35914,55.65024
Fælleshuset,Helsinge,3200,Bryggerparken 32,https://www.ticketmaster.dk/venue/faelleshuset-helsinge-billetter/fht/203,12.18199,56.02342
Gamle Banegaardsplads i Korsør,Korsør,4220,Gl. Banegaardsplads,https://www.ticketmaster.dk/venue/gamle-banegaardsplads-i-korsor-korsor-billetter/gbk/203,11.14939,55.32576
Sakskøbing Sportscenter,Sakskøbing,4990,P. Hansensvej 15,https://www.ticketmaster.dk/venue/sakskobing-sportscenter-sakskobing-billetter/sap/203,11.64297,54.79635
v. Fredericia Idrætscenter,Fredericia,7000,NA,https://www.ticketmaster.dk/venue/v-fredericia-idraetscenter-fredericia-billetter/ffi/203,9.70987,55.56455
Hullet,Sommersted,6560,Storegade 133,https://www.ticketmaster.dk/venue/hullet-sommersted-billetter/hul/203,9.28339,55.31144
"Odense, Chrismas Møllersvej",Odense V,NA,NA,https://www.ticketmaster.dk/venue/odense-chrismas-mollersvej-odense-v-billetter/ocm/203,10.19982,55.39105
Scandic Roskilde,Roskilde,4000,Ved Ringen 2,https://www.ticketmaster.dk/venue/scandic-roskilde-roskilde-billetter/htc/203,12.07967,55.63235
"Svendborg, v/Ryttervej",Svendborg,5700,NA,https://www.ticketmaster.dk/venue/svendborg-v-ryttervej-svendborg-billetter/svr/203,10.73553,55.17586
"Herning, v/Messecenter Herning",Herning,7400,NA,https://www.ticketmaster.dk/venue/herning-v-messecenter-herning-herning-billetter/hfm/203,8.97413,56.13258
"Esbjerg, v/ Skibhøj",Esbjerg,6700,NA,https://www.ticketmaster.dk/venue/esbjerg-v-skibhoj-esbjerg-billetter/esj/203,8.45914,55.47315
Hjørring - Halvorsmindevej,Hjørring,9800,NA,https://www.ticketmaster.dk/venue/hjorring-halvorsmindevej-hjorring-billetter/hhm/203,9.9682,57.46559
"Vejle, v/DGI Huset",Vejle,7100,NA,https://www.ticketmaster.dk/venue/vejle-v-dgi-huset-vejle-billetter/vgh/203,9.52582,55.70678
Skive - Dyrskuepladsen,Skive,7800,NA,https://www.ticketmaster.dk/venue/skive-dyrskuepladsen-skive-billetter/sdy/203,9.02119,56.55695
Amfiscenen i Bregninge,Eskebjerg,4593,"Amfivej 1, Bregninge",https://www.ticketmaster.dk/venue/amfiscenen-i-bregninge-eskebjerg-billetter/amv/203,11.30956,55.6851
Vallensbæk Skole,Vallensbæk,2625,Idræts Allé 5,https://www.ticketmaster.dk/venue/vallensbaek-skole-vallensbaek-billetter/vsa/203,12.36924,55.63215
Toldboden,København K,1250,Nordre Toldbod 18,https://www.ticketmaster.dk/venue/toldboden-kobenhavn-k-billetter/tlb/203,12.59983,55.69025
Egholmskolen,Vallensbæk Strand,2665,Egholmvej 19,https://www.ticketmaster.dk/venue/egholmskolen-vallensbaek-strand-billetter/egl/203,12.38974,55.62092
"Ideal Bar, VEGA - Musikkens Hus",København V,1674,Enghavevej 40,https://www.ticketmaster.dk/venue/ideal-bar-vega-musikkens-hus-kobenhavn-v-billetter/vei/297,12.54424,55.66799
Borgerforeningens Hus,Nyborg,5800,Nørrevoldgade 63,https://www.ticketmaster.dk/venue/borgerforeningens-hus-nyborg-billetter/bfo/203,10.79704,55.31091
Nr. Vosborg,Vemb,7570,Vembvej 35,https://www.ticketmaster.dk/venue/nr-vosborg-vemb-billetter/nrv/214,8.33119,56.32664
Scandic Kolding,Kolding,6000,Kokholm 2,https://www.ticketmaster.dk/venue/scandic-kolding-kolding-billetter/hts/203,9.47071,55.53145
Hodsager Multicenter,Aulum,7490,Birkkjærvej 4,https://www.ticketmaster.dk/venue/hodsager-multicenter-aulum-billetter/hmu/214,8.86448,56.32112
Vildbjerg Skole,Vildbjerg,7480,Bjørnkærvej 2,https://www.ticketmaster.dk/venue/vildbjerg-skole-vildbjerg-billetter/vjg/214,8.74792,56.18769
Restaurant Landsbyen,Sakskøbing,4990,"Krårup Møllevej 1, Våbensted",https://www.ticketmaster.dk/venue/restaurant-landsbyen-sakskobing-billetter/rel/203,11.57643,54.79167
Aulum Fritidscenter,Aulum,7490,Markedspladsen 10,https://www.ticketmaster.dk/venue/aulum-fritidscenter-aulum-billetter/auf/214,8.79981,56.26574
Vigsø FerieCenter,Hanstholm,7730,Vigsøvej 300,https://www.ticketmaster.dk/venue/vigso-feriecenter-hanstholm-billetter/vfc/203,8.7141,57.0943
Sdr. Felding Hallen,Sønder Felding,7280,Lupinvænget 2,https://www.ticketmaster.dk/venue/sdr-felding-hallen-sonder-felding-billetter/sdr/214,8.78714,55.94441
Diverse,København C,NA,NA,https://www.ticketmaster.dk/venue/diverse-kobenhavn-c-billetter/div/200,12.53095,55.6226
Herning Teater,Herning,7400,Østergade 37,https://www.ticketmaster.dk/venue/herning-teater-herning-billetter/htm/214,8.98085,56.13567
Forum Horsens,Horsens,8700,Langmarksvej 53,https://www.ticketmaster.dk/venue/forum-horsens-horsens-billetter/fho/284,9.85588,55.87159
Dansborgskolen,Hvidovre,2650,Sollentuna Allé 6,https://www.ticketmaster.dk/venue/dansborgskolen-hvidovre-billetter/dad/203,12.48413,55.63118
Hall of Fame,Holstebro,7500,Den Røde Plads 16,https://www.ticketmaster.dk/venue/hall-of-fame-holstebro-billetter/hlf/232,8.61632,56.35659
Nette-Jensen Kulturhus,Broager,6310,"Midtballe 1, Skelde",https://www.ticketmaster.dk/venue/nette-jensen-kulturhus-broager-billetter/njk/223,9.72394,54.86156
Jægersborg Boldklub,Gentofte,2820,C.L. Ibsensvej 70,https://www.ticketmaster.dk/venue/jaegersborg-boldklub-gentofte-billetter/jbk/203,12.54864,55.74835
Tidsrummet,Risskov,8240,Mossøvej 2,https://www.ticketmaster.dk/venue/tidsrummet-risskov-billetter/tid/203,10.23539,56.20625
Billund IF,Billund,7190,Kærvej 501,https://www.ticketmaster.dk/venue/billund-if-billund-billetter/bld/203,9.10455,55.72405
"Atriet, Ballerup Rådhus",Ballerup,2750,Holdanvej 7,https://www.ticketmaster.dk/venue/atriet-ballerup-radhus-ballerup-billetter/atb/203,12.35477,55.72451
Sidesporet Holbæk,Holbæk,4300,Ahlgade 1B,https://www.ticketmaster.dk/venue/sidesporet-holbaek-holbaek-billetter/sip/203,11.70697,55.71893
Nakskov Huset,Nakskov,4900,Blegen 4,https://www.ticketmaster.dk/venue/nakskov-huset-nakskov-billetter/nko/203,11.13511,54.83347
Audonicon,Skanderborg,8660,Grønnedalsvej 14,https://www.ticketmaster.dk/venue/audonicon-skanderborg-billetter/auo/203,9.95894,56.05006
Det Bruunske Parkhus,Fredericia,7000,Kirkestræde 3,https://www.ticketmaster.dk/venue/det-bruunske-parkhus-fredericia-billetter/buu/203,9.75385,55.56674
Outrup Idrætscenter,Outrup,6855,Idrætsvænget 29,https://www.ticketmaster.dk/venue/outrup-idraetscenter-outrup-billetter/oic/203,8.33679,55.72521
Rødovrehallen,Rødovre,2610,Rødovre parkvej 425,https://www.ticketmaster.dk/venue/rodovrehallen-rodovre-billetter/rov/203,12.44139,55.68011
Skandinaviens Største natklub,København K,1219,Spektrum - Christians Brygge 23,https://www.ticketmaster.dk/venue/skandinaviens-storste-natklub-kobenhavn-k-billetter/spm/203,12.5797,55.67221
Lemvig Idræts & Kulturcenter,Lemvig,7620,Christinelystvej 8,https://www.ticketmaster.dk/venue/lemvig-idraets--kulturcenter-lemvig-billetter/liu/203,8.29887,56.54104
Bremen,København V,1602,Nyropsgade 39-41,https://www.ticketmaster.dk/venue/bremen-kobenhavn-v-billetter/brm/206,12.56111,55.67684
Cafe Frederiksberg,Aalborg,9000,Hadsundvej 1 B,https://www.ticketmaster.dk/venue/cafe-frederiksberg-aalborg-billetter/cfr/203,9.94858,57.04458
Audi Fredericia,Fredericia,7000,Kongens Kvarter 32,https://www.ticketmaster.dk/venue/audi-fredericia-fredericia-billetter/aud/203,9.66772,55.54304
Tisvilde Bistro,Tisvildeleje,3220,Hovedgaden 38,https://www.ticketmaster.dk/venue/tisvilde-bistro-tisvildeleje-billetter/tbt/203,12.0788,56.0581
Humlehøj Hallen,Sønderborg,6400,Nørrekobbel 50,https://www.ticketmaster.dk/venue/humlehoj-hallen-sonderborg-billetter/huh/203,9.80368,54.92344
Spillestedet,Pandrup,9490,Industrivej 30,https://www.ticketmaster.dk/venue/spillestedet-pandrup-billetter/ssp/203,9.68558,57.21344
Væggerløse Hallen,Væggerløse,4873,Idrætsalleen 1,https://www.ticketmaster.dk/venue/vaeggerlose-hallen-vaeggerlose-billetter/aeg/282,11.92338,54.70822
NRGi Arena,Aarhus C,8000,Stadion Allé 70,https://www.ticketmaster.dk/venue/nrgi-arena-aarhus-c-billetter/nrga/206,10.19364,56.13221
Club NOVA,Ringkøbing,6950,Lodbergsvej 38-2 Søndervig,https://www.ticketmaster.dk/venue/club-nova-ringkobing-billetter/cno/203,8.11397,56.12244
"P-kælderen, Hotel Danmark",København V,1552,Vester Voldgade 89,https://www.ticketmaster.dk/venue/p-kaelderen-hotel-danmark-kobenhavn-v-billetter/phd/203,12.57271,55.67481
Albertslund Idrætsanlæg,Albertslund,2620,Skallerne 14,https://www.ticketmaster.dk/venue/albertslund-idraetsanlaeg-albertslund-billetter/aia/203,12.33299,55.67738
VEGA - Musikkens Hus,København V,1674,Enghavevej 40,https://www.ticketmaster.dk/venue/vega-musikkens-hus-kobenhavn-v-billetter/vea/297,12.54421,55.668
BSV - Rundforbi Stadion,Nærum,2850,Egebævej 118-120,https://www.ticketmaster.dk/venue/bsv-rundforbi-stadion-naerum-billetter/rfs/203,12.53553,55.816160000000004
Bjerringbro Idrætspark,Bjerringbro,8850,Vestre Ringvej 7,https://www.ticketmaster.dk/venue/bjerringbro-idraetspark-bjerringbro-billetter/bjj/203,9.64719,56.37801
"Spektrum Scandinavia, København",København K,1219,Christians Brygge 23,https://www.ticketmaster.dk/venue/spektrum-scandinavia-kobenhavn-kobenhavn-k-billetter/mfb/203,12.58115,55.67356
Skibby Hallen,Skibby,4050,Hovedgaden 94,https://www.ticketmaster.dk/venue/skibby-hallen-skibby-billetter/skb/203,11.95358,55.74569
Tisvilde Bistro Hellerup,Hellerup,2900,Waterfront - Tuborg Havnevej 4-8,https://www.ticketmaster.dk/venue/tisvilde-bistro-hellerup-hellerup-billetter/tbh/203,12.57817,55.72585
"Musikkens Hus, Lille VEGA Lounge",København V,1674,Enghavevej 40,https://www.ticketmaster.dk/venue/musikkens-hus-lille-vega-lounge-kobenhavn-v-billetter/veu/297,12.54421,55.668
Kokkedal Slot,Hørsholm,2970,Kokkedal Alle 6,https://www.ticketmaster.dk/venue/kokkedal-slot-horsholm-billetter/kkt/203,12.51938,55.90252
Stengade,København N,2200,Stengade 18,https://www.ticketmaster.dk/venue/stengade-kobenhavn-n-billetter/seg/203,12.55565,55.68821
Copenhagen Piano,København K,1260,Bredgade 6,https://www.ticketmaster.dk/venue/copenhagen-piano-kobenhavn-k-billetter/cpi/203,12.58794,55.68134
Tivoli Hotel & Congress Center,København V,1577,Arni Magnussons Gade 2 - 4,https://www.ticketmaster.dk/venue/tivoli-hotel--congress-center-kobenhavn-v-billetter/thc/203,12.56532,55.66572
Liv i Stenlille,Stenlille,4295,Banevænget,https://www.ticketmaster.dk/venue/liv-i-stenlille-stenlille-billetter/sfe/203,11.58664,55.53986
Solgaven,Farum,3520,Skovbakken 126,https://www.ticketmaster.dk/venue/solgaven-farum-billetter/sgv/203,12.40428,55.81373
MusikVærket,Nykøbing M,7900,Gasværksvej 60,https://www.ticketmaster.dk/venue/musikvaerket-nykobing-m-billetter/msv/203,8.84806,56.79303
Brøndsalen,Frederiksberg,2000,Frederiksberg Runddel 1,https://www.ticketmaster.dk/venue/brondsalen-frederiksberg-billetter/dkh/203,12.53145,55.67484
Kedelhuset,Hillerød,3400,Fredensvej 12,https://www.ticketmaster.dk/venue/kedelhuset-hillerod-billetter/keu/203,12.2967,55.92764
"Falconer, Audience",Frederiksberg C,2000,Falconer Allé 9,https://www.ticketmaster.dk/venue/falconer-audience-frederiksberg-c-billetter/fau/271,12.53345,55.67973
Holbæk Bold og Idrætsforening,Holbæk,4300,Borgmestergårdsvej 11,https://www.ticketmaster.dk/venue/holbaek-bold-og-idraetsforening-holbaek-billetter/hbf/203,11.72476,55.70838
Holbæk Bibliotek,Holbæk,4300,Stenhusvej 7,https://www.ticketmaster.dk/venue/galleri-braender-holbaek-billetter/gab/203,11.68732,55.71404
Kedelrummet,Gilleleje,3250,Peter Fjelstrups Vej 5,https://www.ticketmaster.dk/venue/kedelrummet-gilleleje-billetter/ked/203,12.30579,56.12465
Ungdomshuset,København NV,2400,Dortheavej 61,https://www.ticketmaster.dk/venue/ungdomshuset-kobenhavn-nv-billetter/udd/203,12.5234,55.70881
Resenlund Parken,Skive,7800,Strandvejen,https://www.ticketmaster.dk/venue/resenlund-parken-skive-billetter/rlp/232,9.051,56.57503
First Hotel Høje Taastrup,Taastrup,2630,Carl Gustavs Gade 1,https://www.ticketmaster.dk/venue/first-hotel-hoje-taastrup-taastrup-billetter/fhh/203,12.27259,55.64818
Hvide Sande Skole,Hvide Sande,6960,Skolevej 2,https://www.ticketmaster.dk/venue/hvide-sande-skole-hvide-sande-billetter/hvl/203,8.12861,56.00753
Fårevejle Fritidscenter,Fårevejle,4540,Kalundborgvej 21,https://www.ticketmaster.dk/venue/farevejle-fritidscenter-farevejle-billetter/ffr/203,11.43687,55.80277
BøvlingHallen,Bøvlingbjerg,7650,Fårevej 141,https://www.ticketmaster.dk/venue/bovlinghallen-bovlingbjerg-billetter/bov/203,8.20194,56.43918
Damgården,Helsingør,3000,Løvdalsvej 8,https://www.ticketmaster.dk/venue/damgarden-helsingor-billetter/dag/203,12.56179,56.02975
Båndbyhallen,Storvorde,9280,Tofthøjvej 40,https://www.ticketmaster.dk/venue/bandbyhallen-storvorde-billetter/bon/203,10.10071,56.99542
Den Runde Hal,Herning,7400,Vardevej 1,https://www.ticketmaster.dk/venue/den-runde-hal-herning-billetter/dru/214,8.95159,56.1215
Restaurant Geranium,København Ø,2100,"Per Henrik Lings Allé 4, 8.",https://www.ticketmaster.dk/venue/restaurant-geranium-kobenhavn--billetter/geu/203,12.57212,55.70377
Byhøst,København S,2300,Islands Brygge 93,https://www.ticketmaster.dk/venue/byhost-kobenhavn-s-billetter/byh/203,12.56535,55.65548
Konventhuset,Roskilde,4000,Domkirkestræde 10,https://www.ticketmaster.dk/venue/konventhusethotel-prindsen-roskilde-billetter/kod/153,12.08137,55.64276
Glyngøre Camping,Roslev,7870,"Sundhøj 20 A, Glyngøre",https://www.ticketmaster.dk/venue/glyngore-camping-roslev-billetter/glc/203,8.87571,56.75688
Fredericia Idrætscenter,Fredericia,7000,Vestre Ringvej 100,https://www.ticketmaster.dk/venue/fredericia-idraetscenter-fredericia-billetter/fic/219,9.72748,55.57693
Metodistkirken,Horsens,8700,Houmannsgade 41,https://www.ticketmaster.dk/venue/getsemane-kirke-horsens-billetter/get/203,9.84285,55.86466
Vesterbro Ungdomsgaard,København V,1658,Absalonsgade 8,https://www.ticketmaster.dk/venue/vesterbro-ungdomsgaard-kobenhavn-v-billetter/vsu/203,12.55317,55.67177
Restaurant Kanalen,København K,1403,Wilders Plads 2,https://www.ticketmaster.dk/venue/restaurant-kanalen-kobenhavn-k-billetter/kaa/203,12.5931,55.67561
Biblioteket,København NV,2400,Rentemestervej 76,https://www.ticketmaster.dk/venue/biblioteket-kobenhavn-nv-billetter/bie/203,12.52291,55.70826
Fælledparken,København Ø,2100,Fælledparken,https://www.ticketmaster.dk/venue/faelledparken-kobenhavn--billetter/fpr/203,12.57687,55.70963
Diskotek New York,Løkken,9480,Indistrivej 1,https://www.ticketmaster.dk/venue/diskotek-new-york-lokken-billetter/dny/203,9.71749,57.37068
KulturØen,Middelfart,5500,Havnegade 6-10,https://www.ticketmaster.dk/venue/kulturen-middelfart-billetter/kuo/203,9.73668,55.5057
Huset ved Højskolen,Støvring,9530,Hobrovej 108,https://www.ticketmaster.dk/venue/huset-ved-hojskolen-stovring-billetter/hho/203,9.8365,56.88637
Gyngen og Backstage,Aarhus C,8000,Mejlgade 53,https://www.ticketmaster.dk/venue/gyngen-og-backstage-aarhus-c-billetter/gyn/203,10.21281,56.1599
Restaurent Børsen,Horsens,8700,Lichtenbergsgade 10,https://www.ticketmaster.dk/venue/restaurent-borsen-horsens-billetter/brn/203,9.84222,55.86064
Tågerup,Sommersted,6560,Tågerupvej 32,https://www.ticketmaster.dk/venue/tagerup-sommersted-billetter/tup/203,9.30675,55.35632
Rødovre Stadionhal,Rødovre,2610,Elstedvej 40,https://www.ticketmaster.dk/venue/rodovre-stadionhal-rodovre-billetter/rsh/203,12.46243,55.69777
Imperial,København V,1612,Ved Vesterport 4,https://www.ticketmaster.dk/venue/imperial-kobenhavn-v-billetter/iml/203,12.56122,55.67528
Kalundborg GB,Kalundborg,4400,Stadion Allé 13,https://www.ticketmaster.dk/venue/kalundborg-gb-kalundborg-billetter/kgb/203,11.07692,55.68347
Jerusalemkirken,København K,1317,Stokhusgade 2,https://www.ticketmaster.dk/venue/jerusalemkirken-kobenhavn-k-billetter/jsk/203,12.58375,55.68887
FB,Frederiksberg,2000,Jens Jessens vej 24,https://www.ticketmaster.dk/venue/fb-frederiksberg-billetter/fbe/203,12.49777,55.67463
Beachbanerne i Randers,Randers,8960,Tronholmen,https://www.ticketmaster.dk/venue/beachbanerne-i-randers-randers-billetter/bir/230,10.05405,56.45769
B1903,Hellerup,2900,Lyngbyvej 270,https://www.ticketmaster.dk/venue/b1903-hellerup-billetter/b19/203,12.5477,55.73101
Herlev hallerne,Herlev,2730,Tvedvangen 198,https://www.ticketmaster.dk/venue/herlev-hallerne-herlev-billetter/hev/203,12.42038,55.73458
Copenhagen Business School,Frederiksberg,2000,Solbjerg Plads 3,https://www.ticketmaster.dk/venue/copenhagen-business-school-frederiksberg-billetter/cph/203,12.53076,55.68172
Ramsømagle Forsamlingshus,Gadstrup,4621,Syvvejen 29,https://www.ticketmaster.dk/venue/ramsomagle-forsamlingshus-gadstrup-billetter/rfl/153,12.06148,55.57186
Scandic Front,København K,1250,Skt. Annæ Plads 21,https://www.ticketmaster.dk/venue/scandic-front-kobenhavn-k-billetter/hfo/203,12.59321,55.68132
Brundby Rockhotel,Samsø,8305,Brundby Hovedgade 63,https://www.ticketmaster.dk/venue/brundby-rockhotel-samso-billetter/brr/203,10.60365,55.81331
Klosterkirken,Horsens,8700,Borgergade 30,https://www.ticketmaster.dk/venue/klosterkirken-horsens-billetter/dpg/203,9.83556,55.86269
Fanø Krogaard,Fanø,6720,Langelinie 11,https://www.ticketmaster.dk/venue/fano-krogaard-fano-billetter/fkr/203,8.40649,55.44785
